assumed_spot_TRY_MWh,spot_vs_actual_pct,F_at_t0_TRY_MWh,F_at_Feb_start_TRY_MWh,max_abs_monthly_error_TRY_MWh,spot_consistent_at_t0,expected_spot_72h_TRY_MWh,expected_spot_168h_TRY_MWh,expected_spot_336h_TRY_MWh,expected_spot_720h_TRY_MWh,call_K3000_72h_TRY_MWh,call_value_pct_vs_mid
2334.22,-20.0,2334.22,2899.2561282923007,3.637978807091713e-12,False,2388.995087254873,2462.0285369198323,2589.8370738311646,2882.4845655606478,761.6092188399555,-38.415520092910796
2626.0,-10.0,2626.0,2900.638551183662,2.2737367544323206e-12,False,2652.576214766685,2688.0111677876384,2750.0223355733756,2891.9978889901495,992.8682378148874,-19.715685512274426
2917.78,0.0,2917.78,2902.020974122481,3.637978807091713e-12,True,2916.1573422794963,2913.993798654658,2910.2075973146957,2901.5112124100174,1236.6901855613203,0.0
3209.56,10.0,3209.56,2903.4033970543824,4.547473508864641e-12,False,3179.7384697897137,3139.97642951852,3070.392859050116,2911.0245358375905,1489.8821770157463,20.47335657794558
3501.34,20.0,3501.34,2904.7858199659863,2.7284841053187847e-12,False,3443.319597309056,3365.959060399758,3230.578120801974,2920.537859276582,1750.204940273817,41.52331446532973
