contract_name,delivery_start_utc,delivery_end_utc,number_of_delivery_hours,market_forward_TRY_MWh,model_average_TRY_MWh,residual_TRY_MWh,relative_error_pct
EBM0223,2023-01-31T21:00:00+00:00,2023-02-28T21:00:00+00:00,672,3974.41,3974.409999999998,-1.8189894035458565e-12,-4.5767532880247796e-14
EBM0323,2023-02-28T21:00:00+00:00,2023-03-31T21:00:00+00:00,744,3953.85,3953.849999999997,-2.7284841053187847e-12,-6.900828572957459e-14
EBM0423,2023-03-31T21:00:00+00:00,2023-04-30T21:00:00+00:00,720,3876.45,3876.4500000000035,3.637978807091713e-12,9.384820666051963e-14
EBM0523,2023-04-30T21:00:00+00:00,2023-05-31T21:00:00+00:00,744,3452.87,3452.869999999998,-1.8189894035458565e-12,-5.268050646406776e-14
EBM0623,2023-05-31T21:00:00+00:00,2023-06-30T21:00:00+00:00,720,3476.46,3476.459999999996,-4.092726157978177e-12,-1.1772683010816108e-13
EBM0723,2023-06-30T21:00:00+00:00,2023-07-31T21:00:00+00:00,744,3433.33,3433.3300000000017,1.8189894035458565e-12,5.29803253268942e-14
