contract_name,delivery_year,delivery_month,price_TRY_MWh,quote_type,source,valuation_date,weight,spot_price_TRY_MWh,ggf_quotation_date,ggf_staleness_days
EBM0224,2024,2,3020.65,monthly_baseload,EPIAS_VEP_daily_reference_price,2023-12-31,1.0,1345.15,2023-12-29,2
EBM0324,2024,3,2811.78,monthly_baseload,EPIAS_VEP_daily_reference_price,2023-12-31,1.0,,2023-12-29,2
EBM0424,2024,4,3171.6,monthly_baseload,EPIAS_VEP_daily_reference_price,2023-12-31,1.0,,2023-12-29,2
EBM0524,2024,5,3416.02,monthly_baseload,EPIAS_VEP_daily_reference_price,2023-12-31,1.0,,2023-12-29,2
EBM0624,2024,6,2908.5,monthly_baseload,EPIAS_VEP_daily_reference_price,2023-12-31,1.0,,2023-12-29,2
EBM0724,2024,7,2372.88,monthly_baseload,EPIAS_VEP_daily_reference_price,2023-12-31,1.0,,2023-12-29,2
