contract_name,delivery_start_utc,delivery_end_utc,number_of_delivery_hours,market_forward_TRY_MWh,model_average_TRY_MWh,residual_TRY_MWh,relative_error_pct
EBM0226,2026-01-31T21:00:00+00:00,2026-02-28T21:00:00+00:00,672,2900.99,2900.989999999996,-3.637978807091713e-12,-1.2540473449035374e-13
EBM0326,2026-02-28T21:00:00+00:00,2026-03-31T21:00:00+00:00,744,2556.31,2556.3099999999963,-3.637978807091713e-12,-1.4231367897835994e-13
EBM0426,2026-03-31T21:00:00+00:00,2026-04-30T21:00:00+00:00,720,2500.66,2500.6600000000035,3.637978807091713e-12,1.4548074536689167e-13
EBM0526,2026-04-30T21:00:00+00:00,2026-05-31T21:00:00+00:00,744,2506.25,2506.2499999999964,-3.637978807091713e-12,-1.4515626162959453e-13
EBM0626,2026-05-31T21:00:00+00:00,2026-06-30T21:00:00+00:00,720,2245.33,2245.33,0.0,0.0
EBM0726,2026-06-30T21:00:00+00:00,2026-07-31T21:00:00+00:00,744,3558.19,3558.1900000000037,3.637978807091713e-12,1.0224239872215123e-13
