contract_name,delivery_start_utc,delivery_end_utc,number_of_delivery_hours,market_forward_TRY_MWh,model_average_TRY_MWh,residual_TRY_MWh,relative_error_pct
EBM0823,2023-07-31T21:00:00+00:00,2023-08-31T21:00:00+00:00,744,3083.65,3083.6499999999996,-4.547473508864641e-13,-1.474704816974897e-14
EBM0923,2023-08-31T21:00:00+00:00,2023-09-30T21:00:00+00:00,720,3224.64,3224.6400000000012,1.3642420526593924e-12,4.230680177196191e-14
EBM1023,2023-09-30T21:00:00+00:00,2023-10-31T21:00:00+00:00,744,4066.03,4066.0299999999997,-4.547473508864641e-13,-1.1184062854589467e-14
EBM1123,2023-10-31T21:00:00+00:00,2023-11-30T21:00:00+00:00,720,3366.79,3366.79,0.0,0.0
EBM1223,2023-11-30T21:00:00+00:00,2023-12-31T21:00:00+00:00,744,3639.54,3639.5399999999972,-2.7284841053187847e-12,-7.496782849807352e-14
EBM0124,2023-12-31T21:00:00+00:00,2024-01-31T21:00:00+00:00,744,3431.49,3431.4900000000025,2.7284841053187847e-12,7.951310087800882e-14
