strike_TRY_MWh,call_TRY_MWh,put_TRY_MWh,call_minus_put,disc_times_F_minus_K,parity_error
2000.0,1265.958393470578,352.8081290036128,913.1502644669652,913.1502639914572,4.7550793169648387e-07
2500.0,944.7704257277088,529.9790251404748,414.79140058723397,414.79140037123955,2.1599441879516235e-07
3000.0,677.234580507563,760.8020438000574,-83.56746329249438,-83.56746324897816,-4.35162235135067e-08
3500.0,464.77704804825424,1046.7033752204736,-581.9263271722193,-581.9263268691958,-3.0302351206046296e-07
4000.0,304.5703891652575,1384.8555802172054,-1080.285191051948,-1080.2851904894135,-5.625345238513546e-07
