hours,forward_TRY_MWh,residual_mean_TRY_MWh,residual_std_TRY_MWh,p_stress,expected_spot_TRY_MWh
418.0,2908.359570466049,0.0,4133.002094508756,0.7365077753312352,2908.359570466049
419.0,2908.3370335533095,0.0,4137.762194888721,0.7027098189607565,2908.3370335533095
420.0,2908.3144966405744,0.0,4142.197706658278,0.6666652505260968,2908.3144966405744
421.0,2908.2919597278437,0.0,4146.326833784457,0.6351048317835847,2908.2919597278437
422.0,2908.2694228151163,0.0,4150.209837799896,0.6136697278251043,2908.2694228151163
423.0,2908.246885902391,0.0,4153.947575816637,0.601989704486652,2908.246885902391
424.0,2908.2243489896664,0.0,4157.593346326628,0.5932830306695259,2908.2243489896664
425.0,2908.2018120769408,0.0,4161.165889748814,0.5872604854783117,2908.2018120769408
426.0,2908.179275164214,0.0,4164.693180394324,0.5836158470956617,2908.179275164214
427.0,2908.1567382514854,0.0,4168.179054746883,0.578451884635759,2908.1567382514854
428.0,2908.1342013387552,0.0,4171.6041316427045,0.5714402930440275,2908.1342013387552
429.0,2908.1116644260237,0.0,4174.976306443408,0.5692612602518753,2908.1116644260237
430.0,2908.08912751329,0.0,4178.364226726406,0.5760996896514741,2908.08912751329
431.0,2908.0665906005534,0.0,4181.836141918687,0.5891064387871693,2908.0665906005534
432.0,2908.044053687814,0.0,4185.4297643388845,0.6050046606395038,2908.044053687814
433.0,2908.0215167750725,0.0,4189.167321067068,0.6240102820952247,2908.0215167750725
434.0,2907.9989798623296,0.0,4193.0939858539095,0.6512106027385615,2907.9989798623296
435.0,2907.976442949588,0.0,4197.285292518396,0.6852958583686255,2907.976442949588
436.0,2907.9539060368493,0.0,4201.763781395917,0.7179553008169485,2907.9539060368493
437.0,2907.9313691241136,0.0,4206.48796582416,0.7434233811998044,2907.9313691241136
438.0,2907.9088322113817,0.0,4211.384861172049,0.7600210800836132,2907.9088322113817
439.0,2907.886295298653,0.0,4216.378328465148,0.768135332868846,2907.886295298653
440.0,2907.8637583859277,0.0,4221.396917307441,0.7681391353676371,2907.8637583859277
441.0,2907.841221473208,0.0,4226.367151092571,0.7587954784312867,2907.841221473208
442.0,2907.818684560495,0.0,4231.195239885755,0.7365077753312352,2907.818684560495
443.0,2907.7961476477894,0.0,4235.768045543847,0.7027098189607565,2907.7961476477894
444.0,2907.77361073509,0.0,4240.024335952619,0.6666652505260968,2907.77361073509
445.0,2907.7510738223973,0.0,4243.98182456686,0.6351048317835847,2907.7510738223973
446.0,2907.7285369097117,0.0,4247.6993100865075,0.6136697278251043,2907.7285369097117
447.0,2907.7059999970343,0.0,4251.275259661868,0.601989704486652,2907.7059999970343
448.0,2907.683463084365,0.0,4254.761709493608,0.5932830306695259,2907.683463084365
449.0,2907.660926171705,0.0,4258.1769499598595,0.5872604854783117,2907.660926171705
450.0,2907.638389259054,0.0,4261.5482965671,0.5836158470956617,2907.638389259054
451.0,2907.615852346411,0.0,4264.879489241159,0.578451884635759,2907.615852346411
452.0,2907.593315433775,0.0,4268.151584741435,0.5714402930440275,2907.593315433775
453.0,2907.570778521146,0.0,4271.372286973974,0.5692612602518753,2907.570778521146
454.0,2907.548241608525,0.0,4274.608664107869,0.5760996896514741,2907.548241608525
455.0,2907.5257046959123,0.0,4277.92740971207,0.5891064387871693,2907.5257046959123
456.0,2907.5031677833063,0.0,4281.365390143751,0.6050046606395038,2907.5031677833063
457.0,2907.4806308707084,0.0,4284.944346710043,0.6240102820952247,2907.4806308707084
458.0,2907.45809395812,0.0,4288.708452943019,0.6512106027385615,2907.45809395812
459.0,2907.43555704554,0.0,4292.731567630354,0.6852958583686255,2907.43555704554
460.0,2907.413020132969,0.0,4297.035769796887,0.7179553008169485,2907.413020132969
461.0,2907.3904832204084,0.0,4301.580557669661,0.7434233811998044,2907.3904832204084
462.0,2907.3679463078597,0.0,4306.294627998652,0.7600210800836132,2907.3679463078597
463.0,2907.345409395324,0.0,4311.103575133931,0.768135332868846,2907.345409395324
464.0,2907.3228724828023,0.0,4315.937557413007,0.7681391353676371,2907.3228724828023
465.0,2907.300335570296,0.0,4320.72473273124,0.7587954784312867,2907.300335570296
466.0,2907.2777986578053,0.0,4325.373375785699,0.7365077753312352,2907.2777986578053
467.0,2907.2552617453316,0.0,4329.772816350944,0.7027098189607565,2907.2552617453316
468.0,2907.2327248328766,0.0,4333.863121299235,0.6666652505260968,2907.2327248328766
469.0,2907.2101879204406,0.0,4337.661558232822,0.6351048317835847,2907.2101879204406
470.0,2907.187651008024,0.0,4341.22558710521,0.6136697278251043,2907.187651008024
471.0,2907.165114095627,0.0,4344.651484217617,0.601989704486652,2907.165114095627
472.0,2907.1425771832464,0.0,4347.99012863224,0.5932830306695259,2907.1425771832464
473.0,2907.1200402708805,0.0,4351.259398604525,0.5872604854783117,2907.1200402708805
474.0,2907.0975033585282,0.0,4354.486005516737,0.5836158470956617,2907.0975033585282
475.0,2907.074966446187,0.0,4357.673601193755,0.578451884635759,2907.074966446187
476.0,2907.0524295338546,0.0,4360.803645224109,0.5714402930440275,2907.0524295338546
477.0,2907.0298926215296,0.0,4363.883666327209,0.5692612602518753,2907.0298926215296
