horizon_hours,variance_v_of_y,inflation_factor_exp_v_over_2,expected_spot_TRY_MWh
24.0,0.03591244370002169,1.018118404073954,-1211.1212118278597
72.0,0.0367655445582094,1.0185527755501638,-3041.116031723
168.0,0.036766004614060724,1.018553009845773,-3107.767706559505
336.0,0.03676600461419437,1.0185530098458409,-3107.804037542059
720.0,0.03676600461419437,1.0185530098458409,-3107.8040376113277
2160.0,0.03676600461419437,1.0185530098458409,-3107.8040376113277
8760.0,0.03676600461419437,1.0185530098458409,-3107.8040376113277
