valuation_date,contract_name,price_TRY_MWh,delivery_year,delivery_month,delivery_month_label,quote_type,source
2022-11-09,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-10,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-10,EBM0123,3461.58,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-10,EBM0223,3481.67,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-10,EBM0323,3463.67,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-10,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-10,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-11,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-11,EBM0123,3461.58,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-11,EBM0223,3481.67,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-11,EBM0323,3463.67,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-11,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-11,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-14,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-14,EBM0123,3461.58,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-14,EBM0223,3481.67,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-14,EBM0323,3463.67,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-14,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-14,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-15,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-15,EBM0123,3461.58,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-15,EBM0223,3481.67,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-15,EBM0323,3463.67,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-15,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-15,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-16,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-16,EBM0123,3461.58,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-16,EBM0223,3481.67,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-16,EBM0323,3463.67,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-16,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-16,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-17,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-17,EBM0123,3477.61,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-17,EBM0223,3497.8,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-17,EBM0323,3479.71,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-17,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-17,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-18,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-18,EBM0123,3477.61,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-18,EBM0223,3497.8,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-18,EBM0323,3479.71,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-18,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-18,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-21,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-21,EBM0123,3953.93,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-21,EBM0223,3976.89,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-21,EBM0323,3956.32,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-21,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-21,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-22,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-22,EBM0123,3953.93,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-22,EBM0223,3976.89,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-22,EBM0323,3956.32,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-22,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-22,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-23,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-23,EBM0123,3953.93,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-23,EBM0223,3976.89,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-23,EBM0323,3956.32,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-23,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-23,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-24,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-24,EBM0123,3953.93,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-24,EBM0223,3976.89,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-24,EBM0323,3956.32,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-24,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-24,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-25,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-25,EBM0123,3953.93,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-25,EBM0223,3976.89,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-25,EBM0323,3956.32,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-25,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-25,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-28,EBM1222,3231.8,2022,12,2022-12,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-28,EBM0123,3953.93,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-28,EBM0223,3976.89,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-28,EBM0323,3956.32,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-28,EBM0423,3848.8,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-28,EBM0523,3428.25,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-29,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-29,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-29,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-29,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-29,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-29,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-30,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-30,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-30,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-30,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-30,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-11-30,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-01,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-01,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-01,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-01,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-01,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-01,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-02,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-02,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-02,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-02,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-02,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-02,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-05,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-05,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-05,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-05,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-05,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-05,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-06,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-06,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-06,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-06,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-06,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-06,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-07,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-07,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-07,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-07,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-07,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-07,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-08,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-08,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-08,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-08,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-08,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-08,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-09,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-09,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-09,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-09,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-09,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-09,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-12,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-12,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-12,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-12,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-12,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-12,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-13,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-13,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-13,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-13,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-13,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-13,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-14,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-14,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-14,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-14,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-14,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-14,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-15,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-15,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-15,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-15,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-15,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-15,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-16,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-16,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-16,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-16,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-16,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-16,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-19,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-19,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-19,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-19,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-19,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-19,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-20,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-20,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-20,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-20,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-20,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-20,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-21,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-21,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-21,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-21,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-21,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-21,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-22,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-22,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-22,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-22,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-22,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-22,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-23,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-23,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-23,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-23,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-23,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-23,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-26,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-26,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-26,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-26,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-26,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-26,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-27,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-27,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-27,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-27,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-27,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-27,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-28,EBM0123,3951.46,2023,1,2023-01,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-28,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-28,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-28,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-28,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-28,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-29,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-29,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-29,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-29,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-29,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-29,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-30,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-30,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-30,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-30,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-30,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2022-12-30,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-02,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-02,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-02,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-02,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-02,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-02,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-03,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-03,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-03,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-03,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-03,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-03,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-04,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-04,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-04,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-04,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-04,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-04,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-05,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-05,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-05,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-05,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-05,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-05,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-06,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-06,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-06,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-06,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-06,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-06,EBM0723,3433.33,2023,7,2023-07,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-09,EBM0223,3974.41,2023,2,2023-02,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-09,EBM0323,3953.85,2023,3,2023-03,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-09,EBM0423,3876.45,2023,4,2023-04,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-09,EBM0523,3452.87,2023,5,2023-05,monthly_baseload,EPIAS_VEP_daily_reference_price
2023-01-09,EBM0623,3476.46,2023,6,2023-06,monthly_baseload,EPIAS_VEP_daily_reference_price
