contract_name,delivery_start_utc,delivery_end_utc,number_of_delivery_hours,market_forward_TRY_MWh,model_average_TRY_MWh,residual_TRY_MWh,relative_error_pct
EBM0224,2024-01-31T21:00:00+00:00,2024-02-29T21:00:00+00:00,696,3020.65,3020.6499999999987,-1.3642420526593924e-12,-4.516385720488611e-14
EBM0324,2024-02-29T21:00:00+00:00,2024-03-31T21:00:00+00:00,744,2811.78,2811.779999999999,-1.3642420526593924e-12,-4.851880490861277e-14
EBM0424,2024-03-31T21:00:00+00:00,2024-04-30T21:00:00+00:00,720,3171.6,3171.6000000000026,2.7284841053187847e-12,8.602863240379572e-14
EBM0524,2024-04-30T21:00:00+00:00,2024-05-31T21:00:00+00:00,744,3416.02,3416.020000000001,9.094947017729282e-13,2.6624396279088773e-14
EBM0624,2024-05-31T21:00:00+00:00,2024-06-30T21:00:00+00:00,720,2908.5,2908.500000000002,1.8189894035458565e-12,6.254046427869543e-14
EBM0724,2024-06-30T21:00:00+00:00,2024-07-31T21:00:00+00:00,744,2372.88,2372.88,0.0,0.0
